time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
540000,SAT_64914,STARLINK-34571,SAT,-1581519.76,5777878.81,3320801.0,476.2,-1,10.0.3.144,64914,503.04,6849.2924872513995
540000,SAT_60442,STARLINK-32252,SAT,-1384505.78,5642899.38,3625850.34,476.67,-1,10.0.3.7,60442,535.73,6848.792620289792
540000,SAT_67347,STARLINK-36420,SAT,-1690860.58,5644064.06,3508783.44,485.03,-1,10.0.3.27,67347,563.4,6857.552759053324
540000,SAT_67325,STARLINK-36473,SAT,-1616054.51,5597532.32,3614843.68,484.29,-1,10.0.3.5,67325,573.83,6856.463744786511
540000,SAT_57932,STARLINK-30471,SAT,-1166614.47,5865064.26,3421016.32,516.52,-1,10.0.3.47,57932,585.27,6889.362870197002
540000,SAT_46681,STARLINK-1775,SAT,-1626316.97,5829464.98,2912019.37,342.1,-1,10.0.3.16,46681,605.42,6716.206194810548
540000,SAT_53994,STARLINK-5125,SAT,-1186337.86,5809820.42,3554198.54,540.84,-1,10.0.3.189,53994,606.93,6913.301533453931
540000,SAT_63588,STARLINK-33651,SAT,-1032173.24,5819343.86,3475549.88,483.73,-1,10.0.3.93,63588,627.03,6856.354098692673
540000,SAT_64130,STARLINK-11735 [DTC],SAT,-1628312.26,5851517.26,2898159.65,355.7,-1,10.0.3.125,64130,629.33,6729.857681781416
540000,SAT_57928,STARLINK-30448,SAT,-1176305.27,5931887.47,3390452.94,559.97,-1,10.0.3.43,57928,629.55,6932.975853363937
540000,SAT_59307,STARLINK-31282,SAT,-1521662.69,5528839.71,3759417.34,485.19,-1,10.0.3.147,59307,638.47,6856.875718379588
540000,SAT_57923,STARLINK-30440,SAT,-1101120.72,5943219.78,3331282.91,528.44,-1,10.0.3.38,57923,645.52,6901.577647165512
540000,SAT_63704,STARLINK-33937,SAT,-1874230.34,5624585.16,3429750.12,476.47,-1,10.0.3.209,63704,650.32,6849.225027337674
540000,SAT_66391,STARLINK-35656,SAT,-1368097.35,5491343.06,3856728.11,477.09,-1,10.0.3.91,66391,698.43,6848.422495447499
540000,SAT_47733,STARLINK-2143,SAT,-1919993.21,5754953.33,3179685.51,476.03,-1,10.0.3.48,47733,701.35,6849.544634457692
540000,SAT_55451,STARLINK-5656,SAT,-1742403.1,5598054.57,3699554.3,560.57,-1,10.0.3.116,55451,705.91,6932.595873858218
540000,SAT_63587,STARLINK-33830,SAT,-1663755.7,5444486.39,3821240.04,485.08,-1,10.0.3.92,63587,732.24,6856.558212651368
540000,SAT_48406,STARLINK-2568,SAT,-956445.5,5661426.35,3733241.84,476.86,-1,10.0.3.211,48406,741.6,6848.622558359539
540000,SAT_57827,STARLINK-30402,SAT,-1690038.56,5463328.97,3824187.17,508.07,-1,10.0.3.197,57827,749.16,6879.578568482283
540000,SAT_56556,STARLINK-5302,SAT,-1895386.37,5863598.05,3138340.21,541.73,-1,10.0.3.201,56556,749.3,6915.450155792349
540000,SAT_49442,STARLINK-3098,SAT,-1338060.2,6094610.93,2978673.46,540.12,-1,10.0.3.227,49442,754.99,6914.273864131205
540000,SAT_60115,STARLINK-11112 [DTC],SAT,-1415435.11,5283074.94,3926368.55,361.97,-1,10.0.3.190,60115,764.12,6732.808282039956
540000,SAT_57683,STARLINK-30295,SAT,-861472.53,5973500.32,3238764.56,476.07,-1,10.0.3.53,57683,776.03,6849.411424939861
540000,SAT_67494,STARLINK-36396,SAT,-1185151.2,5498475.92,3919725.94,484.68,-1,10.0.3.174,67494,776.12,6855.805733419681
540000,SAT_49438,STARLINK-3044,SAT,-884958.06,5965372.57,3381230.27,540.86,-1,10.0.3.223,49438,781.21,6913.865691899985
540000,SAT_64920,STARLINK-34069,SAT,-1194677.92,6099609.03,2879047.14,475.57,-1,10.0.3.150,64920,803.67,6849.91956782963
540000,SAT_59534,STARLINK-31734,SAT,-2114135.8,5520639.1,3474833.39,484.59,-1,10.0.3.119,59534,848.6,6857.2219842695295
540000,SAT_65689,STARLINK-34875,SAT,-1964824.45,5387679.37,3744504.83,477.29,-1,10.0.3.154,65689,850.55,6849.01018652584
540000,SAT_57373,STARLINK-6370,SAT,-1828251.63,5456030.59,3866490.17,561.11,-1,10.0.3.253,57373,856.44,6932.569513269957
540000,SAT_55498,STARLINK-5365,SAT,-2029719.69,5865170.37,3088033.29,558.36,-1,10.0.3.163,55498,858.33,6932.2388222887885
540000,SAT_58357,STARLINK-30842,SAT,-1415262.65,6126606.4,2756255.03,490.83,-1,10.0.3.217,58357,871.0,6865.509168255933
540000,SAT_65761,STARLINK-34889,SAT,-969634.87,5504591.31,3956593.97,477.04,-1,10.0.3.226,65761,879.06,6848.018188840315
540000,SAT_57463,STARLINK-30091,SAT,-2175527.41,5603757.68,3305117.98,486.79,-1,10.0.3.88,57463,881.85,6859.943477138829
540000,SAT_54055,STARLINK-5158,SAT,-1877613.34,5390616.65,3899084.08,541.5,-1,10.0.3.250,54055,907.24,6912.816819843602
540000,SAT_57825,STARLINK-30377,SAT,-2158221.81,5435498.99,3602461.23,496.56,-1,10.0.3.195,57825,930.13,6868.791565122922
540000,SAT_59078,STARLINK-31274,SAT,-1249406.61,5352261.35,4097039.5,484.7,-1,10.0.3.173,59078,930.7,6855.176956167927
540000,SAT_63194,STARLINK-11636 [DTC],SAT,-1903026.93,5152515.7,3882956.86,355.62,-1,10.0.3.209,63194,933.9,6726.610105519181
540000,SAT_53630,STARLINK-4598,SAT,-2167080.2,5504964.06,3576779.83,540.94,-1,10.0.3.80,53630,934.31,6913.3363759778495
540000,SAT_59924,STARLINK-31958,SAT,-1725407.27,5281820.16,4016992.82,485.67,-1,10.0.3.254,59924,934.7,6856.448480509632
540000,SAT_59312,STARLINK-31445,SAT,-2012190.16,5318502.97,3830321.62,484.71,-1,10.0.3.152,59312,944.74,6856.146643307672
540000,SAT_66341,STARLINK-35522,SAT,-629456.4,5984791.2,3286398.55,483.49,-1,10.0.3.41,66341,948.47,6856.701575578487
540000,SAT_54200,STARLINK-5250,SAT,-1869260.78,6053672.18,2770004.53,540.08,-1,10.0.3.140,54200,958.28,6914.767373004871
540000,SAT_67093,STARLINK-35784,SAT,-2180560.99,5836393.48,3073058.87,573.15,-1,10.0.3.28,67093,971.09,6947.0875842313935
540000,SAT_66403,STARLINK-35602,SAT,-870848.45,5478996.28,4014599.2,477.21,-1,10.0.3.103,66403,971.2,6847.976635164718
540000,SAT_62453,STARLINK-32690,SAT,-1385075.67,5272558.36,4143491.49,477.11,-1,10.0.3.233,62453,978.37,6847.395709241161
540000,SAT_57355,STARLINK-6276,SAT,-1139928.4,5446206.36,4134399.61,561.58,-1,10.0.3.235,57355,987.23,6932.089195040638
540000,SAT_49447,STARLINK-3115,SAT,-977640.75,5491197.87,4083281.58,541.82,-1,10.0.3.232,49447,989.22,6912.468730136896
540000,SAT_67410,STARLINK-36508,SAT,-1183513.27,5318870.1,4161205.44,485.91,-1,10.0.3.90,67410,1003.53,6856.144216308879
540000,SAT_62285,STARLINK-33550,SAT,-531482.02,5847599.84,3541016.1,484.38,-1,10.0.3.65,62285,1010.11,6856.798965028107
540000,SAT_64616,STARLINK-34413,SAT,-533650.42,5957050.76,3336768.29,475.7,-1,10.0.3.101,64616,1012.42,6848.741428111612
540000,SAT_48364,STARLINK-2611,SAT,-1189227.33,6212680.07,2630532.93,475.67,-1,10.0.3.169,48364,1016.46,6850.646596519815
540000,SAT_63105,STARLINK-11624 [DTC],SAT,-2189120.82,5169405.95,3707998.87,356.25,-1,10.0.3.120,63105,1025.71,6727.872134662946
540000,SAT_67100,STARLINK-36215,SAT,-2129636.54,5952074.99,2881614.6,572.95,-1,10.0.3.35,67100,1027.77,6947.3916819206215
540000,SAT_57909,STARLINK-30463,SAT,-1501023.6,5316184.88,4186967.24,561.18,-1,10.0.3.24,57909,1030.56,6931.4924940398505
540000,SAT_62444,STARLINK-32737,SAT,-503137.44,5833657.76,3553486.42,476.87,-1,10.0.3.224,62444,1030.99,6849.231773086846
540000,SAT_54082,STARLINK-5210,SAT,-509661.99,5919332.21,3535140.55,540.9,-1,10.0.3.22,54082,1061.19,6913.426636961482
540000,SAT_67498,STARLINK-36081,SAT,-467536.92,5836819.2,3566104.29,483.63,-1,10.0.3.178,67498,1066.03,6855.957187162719
540000,SAT_66855,STARLINK-36090,SAT,-2117650.07,5940754.95,2696169.93,484.21,-1,10.0.3.45,66855,1079.75,6859.0337137498245
540000,SAT_61885,STARLINK-11301 [DTC],SAT,-2201047.25,5788720.17,2646004.22,359.81,-1,10.0.3.175,61885,1095.87,6734.629057012361
540000,SAT_55638,STARLINK-5507,SAT,-582780.76,5729731.93,3887722.19,577.24,-1,10.0.3.48,55638,1103.32,6948.657800647985
540000,SAT_58843,STARLINK-31280,SAT,-1363848.4,6235018.91,2489543.53,475.49,-1,10.0.3.193,58843,1105.65,6850.793403249364
540000,SAT_67339,STARLINK-36451,SAT,-2419053.92,5612824.65,3106888.63,482.54,-1,10.0.3.19,67339,1111.54,6856.265702168949
540000,SAT_64237,STARLINK-11670 [DTC],SAT,-348052.07,5864439.78,3285362.79,357.98,-1,10.0.3.232,64237,1114.54,6731.00310790259
540000,SAT_59505,STARLINK-31533,SAT,-1534307.46,6212854.51,2464409.91,482.26,-1,10.0.3.90,59505,1121.28,6857.621799774701
540000,SAT_58154,STARLINK-30797,SAT,-2410236.24,5658144.01,3016071.18,475.88,-1,10.0.3.14,58154,1122.9,6849.855307474371
540000,SAT_65325,STARLINK-34911,SAT,-391274.69,5792824.0,3632591.13,476.67,-1,10.0.3.45,65325,1136.79,6848.768071395414
540000,SAT_59756,STARLINK-11131 [DTC],SAT,-1754825.07,6055769.08,2369752.24,360.06,-1,10.0.3.86,59756,1137.31,6735.538275117258
540000,SAT_66209,STARLINK-35750,SAT,-1724195.12,5113045.71,4217664.75,478.7,-1,10.0.3.164,66209,1144.14,6848.706533921116
540000,SAT_67448,STARLINK-36423,SAT,-744973.24,6252346.34,2718502.36,483.59,-1,10.0.3.128,67448,1159.26,6858.358037092629
540000,SAT_51812,STARLINK-3610,SAT,-618365.19,5551523.7,4072005.81,541.83,-1,10.0.3.47,51812,1168.2,6912.526471308387
540000,SAT_67513,STARLINK-36531,SAT,-1845137.46,5097307.63,4196893.37,485.63,-1,10.0.3.193,67513,1175.72,6855.726896566215
540000,SAT_48397,STARLINK-2590,SAT,-1393889.27,5118138.87,4330040.6,477.88,-1,10.0.3.202,48397,1186.65,6847.446559650857
540000,SAT_58165,STARLINK-30814,SAT,-769466.44,5334751.02,4224476.35,478.22,-1,10.0.3.25,58165,1197.58,6848.200309525608
540000,SAT_57359,STARLINK-6347,SAT,-2478699.78,5405346.45,3564376.6,560.54,-1,10.0.3.239,57359,1207.92,6933.001037828222
540000,SAT_66374,STARLINK-35831,SAT,-2345494.29,5179218.25,3817058.47,476.56,-1,10.0.3.74,66374,1211.72,6848.034791745324
540000,SAT_66929,STARLINK-36169,SAT,-2307034.56,5877625.75,2655734.0,475.04,-1,10.0.3.119,66929,1211.8,6849.950072581074
540000,SAT_53707,STARLINK-4667,SAT,-2416550.91,5288249.14,3739400.3,541.06,-1,10.0.3.157,53707,1222.16,6912.916307244914
540000,SAT_62898,STARLINK-32902,SAT,-2244337.23,5125126.8,3962818.64,485.26,-1,10.0.3.168,62898,1227.69,6856.231172559292
540000,SAT_55370,STARLINK-5027,SAT,-310953.51,5893917.03,3638271.34,561.17,-1,10.0.3.35,55370,1246.14,6933.395155720662
540000,SAT_55455,STARLINK-5680,SAT,-2274987.82,5193378.81,3988265.3,560.99,-1,10.0.3.120,55455,1255.67,6932.028068934044
540000,SAT_51807,STARLINK-3606,SAT,-439907.08,6234411.0,2957636.57,540.2,-1,10.0.3.42,51807,1268.03,6914.40618102209
540000,SAT_63586,STARLINK-33834,SAT,-329887.35,6135350.26,3045266.17,483.57,-1,10.0.3.91,63586,1274.88,6857.47727103186
540000,SAT_59709,STARLINK-11088 [DTC],SAT,-185825.1,5640278.73,3672598.43,361.39,-1,10.0.3.39,59709,1286.26,6733.145947320531
